produkt,cena,ilosc,rng
Produkt A,903,20,0.7
Produkt B,299,12,0.79
Produkt B,433,80,0.29
Produkt A,732,59,0.38
Produkt D,302,36,0.1
Produkt A,444,48,0.83
Produkt B,690,48,0.44
Produkt B,927,15,0.67
I Do pieca,841,69,0.16
Produkt B,14,87,0.41
Produkt B,500,14,0.06
Produkt A,845,56,0.89
Produkt A,133,41,0.42
I Do pieca,445,54,0.57
Produkt C,492,39,0.5
Produkt B,871,53,0.66
I Do pieca,767,100,0.09
Produkt C,670,69,0.3
Produkt B,803,25,0.88
Produkt C,164,93,0.31
Produkt B,640,41,0.53
I Do pieca,867,15,0.86
Produkt A,755,58,0.33
I Do pieca,865,Produkt A,1.0
Produkt D,822,87,0.97
Produkt C,904,67,0.11
Produkt E,829,91,0.26
Produkt B,68,92,0.56
Produkt B,581,20,0.35
Produkt B,609,70,0.39
Produkt B,866,96,0.45
Produkt A,1000,13,0.63
Produkt D,642,25,0.77
Produkt C,414,64,0.52
Produkt E,780,60,0.38
Produkt C,256,12,0.98
Produkt C,177,54,0.78
Produkt A,475,73,0.12
Produkt B,I Do pieca,44,0.0
Produkt C,859,56,0.07
Produkt C,529,74,0.04
Produkt A,390,79,0.43
Produkt C,679,6,0.47
Produkt A,358,85,0.89
Produkt E,352,15,0.37
Produkt C,879,55,0.34
I Do pieca,639,81,0.53
Produkt E,135,76,0.62
Produkt B,353,23,0.57
Produkt D,363,82,0.62
Produkt A,64,68,0.77
Produkt B,176,33,0.67
Produkt E,252,56,0.79
Produkt D,415,45,0.3
Produkt C,19,99,0.92
Produkt D,997,63,0.93
Produkt C,378,78,0.25
I Do pieca,378,1,0.8
Produkt A,198,36,0.53
Produkt C,271,79,0.47
Produkt A,342,36,0.96
Produkt A,177,7,0.02
Produkt D,830,78,0.58
Produkt C,472,41,0.73
Produkt B,833,67,0.4
Produkt E,477,55,0.04
Produkt C,497,24,0.7
Produkt C,751,96,0.23
Produkt E,116,38,0.84
Produkt C,930,38,0.01
Produkt A,732,85,0.45
Produkt B,662,26,0.51
Produkt C,256,26,0.43
Produkt D,196,76,0.03
Produkt B,192,70,0.4
Produkt B,134,35,0.93
I Do pieca,165,37,0.7
Produkt D,479,89,0.84
Produkt C,83,12,0.35
Produkt A,934,54,0.39
Produkt C,171,66,0.24
Produkt D,451,76,0.89
Produkt A,508,15,0.35
I Do pieca,16,79,0.63
Produkt B,903,16,0.95
Produkt B,320,51,0.8
Produkt D,68,80,0.52
Produkt C,171,97,0.75
Produkt A,108,16,0.22
Produkt C,988,14,0.92
Produkt B,454,54,0.85
Produkt D,274,3,0.25
Produkt C,387,66,0.19
Produkt A,842,74,0.79
I Do pieca,317,3,0.13
I Do pieca,62,91,0.93
Produkt C,612,81,0.64
Produkt E,422,77,0.81
Produkt A,909,3,0.03
Produkt B,380,13,0.64
Produkt A,709,9,0.34
Produkt D,38,45,0.14
67,428,84,0.2
Produkt D,430,28,0.07
Produkt C,710,4,0.96
Produkt C,327,Produkt D,1.0
Produkt E,529,63,0.63
Produkt E,489,5,0.41
Produkt C,645,95,0.89
Produkt B,461,29,0.45
I Do pieca,897,10,0.23
Produkt C,809,38,0.88
Produkt C,540,77,0.82
I Do pieca,559,5,0.77
Produkt A,838,13,0.74
Produkt D,983,40,0.62
Produkt A,657,30,0.53
Produkt B,800,67,0.91
Produkt B,193,5,0.65
I Do pieca,988,3,0.94
Produkt D,570,8,0.23
I Do pieca,517,98,0.9
Produkt D,393,31,0.02
I Do pieca,493,55,0.06
Produkt E,345,36,0.37
Produkt D,194,89,0.05
Produkt D,686,49,0.95
Produkt D,640,52,0.03
Produkt A,94,19,0.62
Produkt C,649,40,0.89
Produkt D,661,24,0.89
Produkt C,105,13,0.45
Produkt C,761,39,0.24
Produkt A,994,30,0.06
67,783,20,0.79
Produkt C,436,94,0.3
Produkt D,560,97,0.4
Produkt C,424,59,0.14
Produkt B,685,31,0.7
Produkt B,545,89,0.83
Produkt C,639,86,0.15
Produkt A,464,90,0.16
Produkt D,418,79,0.22
Produkt B,756,33,0.2
Produkt A,496,6,0.28
Produkt A,967,4,0.13
Produkt C,363,17,0.87
Produkt E,553,65,0.09
Produkt D,140,91,0.03
Produkt A,909,28,0.03
Produkt D,11,97,0.75
Produkt A,980,5,0.35
Produkt E,140,33,0.92
Produkt C,530,36,0.94
Produkt D,859,8,0.13
Produkt C,641,25,0.04
Produkt A,395,49,0.42
Produkt B,296,92,0.9
Produkt D,913,93,0.95
Produkt D,909,15,0.1
Produkt A,571,89,0.09
Produkt C,84,99,0.73
Produkt C,824,98,0.68
Produkt D,246,94,0.28
Produkt A,952,57,0.56
Produkt D,255,57,0.17
Produkt B,933,10,0.41
Produkt B,257,92,0.93
Produkt B,270,60,0.96
Produkt E,517,99,0.71
Produkt D,104,77,0.22
Produkt A,400,4,0.4
Produkt D,916,89,0.45
Produkt E,671,18,0.57
Produkt E,465,31,0.95
Produkt A,620,89,0.82
Produkt D,966,38,0.94
Produkt B,509,12,0.46
Produkt A,900,17,0.91
Produkt C,816,99,0.7
Produkt E,282,66,0.65
Produkt D,556,87,0.47
Produkt A,46,20,0.23
Produkt B,59,4,0.01
Produkt C,561,80,0.89
Produkt D,256,76,0.84
Produkt C,562,89,0.26
Produkt B,304,65,0.95
67,51,73,0.81
Produkt D,980,19,0.17
Produkt A,220,38,0.31
67,813,77,0.26
Produkt B,236,92,0.2
Produkt C,11,15,0.54
Produkt A,758,14,0.38
Produkt D,646,78,0.71
Produkt D,818,25,0.82
Produkt A,194,52,0.23
Produkt B,426,85,0.91
Produkt E,18,24,0.14
Produkt B,572,35,0.75
Produkt E,826,37,0.82
67,264,35,0.67
Produkt B,223,29,0.95
Produkt D,504,30,0.22
Produkt A,2,23,0.32
I Do pieca,80,75,0.58
Produkt A,104,80,0.28
I Do pieca,656,23,0.57
Produkt D,66,42,0.5
Produkt B,430,98,0.79
Produkt B,709,72,0.45
Produkt A,280,46,0.09
Produkt B,807,17,0.2
Produkt B,179,97,0.2
Produkt E,938,79,0.07
Produkt D,535,72,0.86
Produkt E,789,86,0.22
Produkt D,459,76,0.16
Produkt A,538,20,0.03
Produkt A,593,73,0.29
Produkt C,609,82,0.27
Produkt A,856,14,0.55
Produkt C,993,53,0.39
Produkt D,646,54,0.34
67,306,28,0.86
Produkt D,476,51,0.63
Produkt C,477,54,0.56
Produkt A,896,56,0.92
Produkt D,614,14,0.73
I Do pieca,532,55,0.22
Produkt C,515,98,0.89
Produkt A,743,4,0.31
Produkt C,753,43,0.61
Produkt E,740,1,0.09
Produkt E,628,98,0.58
Produkt E,54,56,0.66
Produkt C,738,52,0.02
Produkt D,703,88,0.43
Produkt A,23,40,0.9
Produkt C,713,19,0.31
Produkt C,238,58,0.29
Produkt B,529,70,0.88
Produkt D,386,46,0.96
Produkt A,710,75,0.96
Produkt C,354,8,0.92
Produkt B,682,70,0.55
Produkt B,225,66,0.28
Produkt B,511,37,0.59
Produkt A,298,21,0.84
Produkt D,726,68,0.63
Produkt D,24,56,0.42
Produkt A,207,99,0.59
Produkt C,868,62,0.28
Produkt D,959,39,0.59
Produkt D,430,41,0.91
Produkt D,1000,7,0.95
Produkt B,281,73,0.2
Produkt E,267,30,0.08
Produkt A,19,73,0.05
I Do pieca,401,88,0.78
Produkt D,46,93,0.79
Produkt A,923,36,0.04
67,124,71,0.15
Produkt C,409,31,0.92
Produkt A,271,73,0.68
Produkt B,470,5,0.5
Produkt A,755,38,0.16
Produkt A,443,96,0.96
Produkt E,116,4,0.98
Produkt B,688,60,0.77
Produkt E,Produkt A,29,0.0
Produkt A,672,41,0.77
Produkt C,320,67,0.13
Produkt B,345,72,0.38
Produkt C,594,69,0.36
Produkt A,521,97,0.86
Produkt D,454,6,0.44
Produkt E,836,36,0.39
I Do pieca,177,38,0.44
Produkt A,901,12,0.43
Produkt D,755,41,0.05
Produkt D,535,5,0.7
I Do pieca,312,91,0.72
Produkt C,682,1,0.2
Produkt A,404,94,0.11
Produkt D,396,74,0.44
I Do pieca,910,28,0.3
Produkt C,663,24,0.27
Produkt E,594,21,0.47
Produkt A,513,99,0.59
Produkt A,331,57,0.12
Produkt D,691,64,0.09
Produkt E,198,42,0.57
Produkt D,228,47,0.38
I Do pieca,585,27,0.14
Produkt B,180,17,0.45
Produkt D,221,27,0.88
Produkt A,334,68,0.86
Produkt B,901,77,0.29
Produkt C,510,Produkt C,0.99
Produkt C,972,67,0.03
Produkt A,247,93,0.86
Produkt B,306,9,0.13
Produkt B,444,96,0.25
Produkt B,419,18,0.81
Produkt E,469,85,0.06
Produkt B,515,24,0.76
Produkt D,430,31,0.37
Produkt A,516,21,0.98
Produkt A,419,32,0.41
I Do pieca,268,34,0.12
Produkt C,60,41,0.18
Produkt C,198,39,0.08
Produkt B,223,100,0.86
Produkt C,726,16,0.37
Produkt A,569,73,0.9
Produkt D,449,58,0.17
Produkt B,178,65,0.28
I Do pieca,306,87,0.67
Produkt D,315,52,0.78
Produkt A,205,98,0.72
Produkt C,286,22,0.95
Produkt B,Produkt A,9,0.01
Produkt C,148,42,0.75
Produkt D,150,87,0.6
Produkt B,583,93,0.86
67,78,74,0.95
I Do pieca,45,74,0.53
Produkt C,230,68,0.39
Produkt A,999,89,0.98
Produkt A,780,59,0.45
Produkt B,Produkt E,12,0.01
Produkt A,105,30,0.82
Produkt D,649,28,0.59
Produkt C,379,59,0.94
Produkt C,828,33,0.05
I Do pieca,793,98,0.63
Produkt C,322,59,0.28
67,20,99,0.2
Produkt D,462,95,0.68
Produkt B,22,41,0.88
Produkt D,783,24,0.12
Produkt C,556,21,0.8
Produkt B,31,80,0.64
Produkt A,919,91,0.7
Produkt C,960,7,0.24
Produkt D,796,20,0.61
Produkt D,146,87,0.56
Produkt A,403,95,0.79
Produkt A,758,89,0.94
Produkt D,144,13,0.97
Produkt D,457,53,0.74
Produkt B,Produkt C,9,0.0
Produkt B,591,55,0.78
Produkt B,485,61,0.25
Produkt A,246,76,0.04
Produkt B,75,7,0.77
Produkt C,671,7,0.49
Produkt C,895,4,0.19
I Do pieca,861,95,0.79
Produkt D,190,42,0.41
Produkt C,698,62,0.97
Produkt D,3,92,0.42
Produkt A,438,97,0.36
Produkt D,128,37,0.74
I Do pieca,728,59,0.56
I Do pieca,494,50,0.41
Produkt E,153,30,0.54
Produkt A,941,28,0.04
Produkt B,764,49,0.15
Produkt D,152,93,0.96
Produkt D,876,22,0.07
Produkt C,556,100,0.57
Produkt C,445,28,0.4
67,389,69,0.82
Produkt A,393,75,0.53
Produkt A,868,88,0.69
I Do pieca,749,43,0.15
Produkt B,764,85,0.7
Produkt A,916,93,0.63
Produkt B,655,89,0.46
Produkt A,954,34,0.02
Produkt A,458,44,0.07
Produkt A,324,12,0.6
I Do pieca,185,98,0.76
Produkt C,673,47,0.55
Produkt E,515,59,0.76
67,521,51,0.35
Produkt E,427,86,0.58
Produkt C,257,94,0.66
Produkt E,331,92,0.83
Produkt A,615,53,0.83
Produkt D,867,46,0.39
67,458,18,0.79
Produkt E,383,75,0.19
Produkt D,421,81,0.5
Produkt C,298,71,0.8
Produkt E,792,9,0.33
Produkt B,959,98,0.72
Produkt C,541,9,0.7
Produkt D,612,75,0.88
Produkt A,156,28,0.81
Produkt A,63,73,0.28
Produkt C,910,83,0.27
Produkt A,431,75,0.69
Produkt E,488,63,0.48
Produkt E,950,22,0.38
Produkt A,946,90,0.54
Produkt A,820,59,0.04
Produkt D,277,33,0.8
Produkt A,552,27,0.1
Produkt C,691,18,0.51
Produkt D,817,42,0.94
Produkt A,115,30,0.72
Produkt A,419,50,0.56
Produkt C,130,66,0.49
Produkt D,108,50,0.06
Produkt B,138,85,0.8
Produkt A,983,23,0.44
Produkt D,345,99,0.31
Produkt E,286,48,0.1
Produkt C,429,63,0.88
I Do pieca,29,32,0.43
Produkt B,724,51,0.2
67,923,4,0.02
Produkt D,338,68,0.4
Produkt D,180,98,0.63
Produkt A,244,65,0.63
Produkt C,304,13,0.13
Produkt C,760,92,0.64
Produkt A,46,64,0.74
Produkt E,131,30,0.44
67,705,71,0.13
Produkt B,748,54,0.79
Produkt E,107,31,0.72
I Do pieca,174,71,0.71
Produkt D,434,79,0.78
Produkt C,683,74,0.69
Produkt B,697,23,0.03
Produkt D,211,97,0.69
Produkt C,381,97,0.96
Produkt C,611,56,0.07
Produkt A,615,33,0.45
Produkt C,674,44,0.59
Produkt B,241,76,0.56
Produkt D,83,18,0.51
Produkt E,278,31,0.02
Produkt C,749,97,0.15
Produkt B,321,7,0.24
I Do pieca,234,5,0.73
I Do pieca,174,26,0.86
Produkt B,504,36,0.7
Produkt A,411,25,0.42
Produkt A,995,35,0.31
Produkt B,403,70,0.52
Produkt D,342,72,0.43
Produkt A,21,90,0.18
Produkt D,29,83,0.8
Produkt A,941,29,0.63
Produkt C,488,71,0.25
Produkt C,438,23,0.68
Produkt C,372,37,0.29
Produkt B,538,49,0.28
Produkt B,576,100,0.8
Produkt D,177,84,0.01
Produkt D,660,60,0.88
Produkt D,832,41,0.04
Produkt B,Produkt A,70,0.01
I Do pieca,186,42,0.48
Produkt B,956,58,0.99
Produkt A,595,48,0.25
Produkt B,524,12,0.17
Produkt D,600,60,0.02
Produkt C,624,37,0.3
Produkt D,378,68,0.14
Produkt C,1,90,0.26
Produkt E,119,80,0.46
I Do pieca,948,62,0.3
Produkt A,8,2,0.84
Produkt B,979,5,0.9
Produkt D,664,34,0.07
Produkt A,332,67,0.24
Produkt E,237,89,0.78
Produkt C,845,19,0.04
Produkt A,87,100,0.09
Produkt A,986,40,0.46
Produkt A,629,75,0.18
Produkt D,968,72,0.43
Produkt D,263,12,0.25
Produkt E,733,61,0.13
Produkt A,771,18,0.98
Produkt D,117,28,0.5
Produkt D,949,94,0.27
I Do pieca,295,15,0.6
Produkt A,725,61,0.39
Produkt A,794,9,0.58
Produkt B,230,48,0.19
Produkt B,694,40,0.9
Produkt B,194,7,0.98
Produkt C,258,54,0.9
Produkt D,839,69,0.9
Produkt C,608,58,0.17
Produkt B,669,43,0.36
Produkt B,18,68,0.61
Produkt B,95,70,0.59
Produkt D,425,44,0.32
Produkt B,366,87,0.03
Produkt A,82,28,0.3
Produkt C,95,79,0.96
Produkt C,951,41,0.75
Produkt C,446,4,0.21
Produkt B,41,35,0.08
Produkt B,918,81,0.69
Produkt A,552,50,0.86
Produkt A,369,66,0.74
Produkt A,810,60,0.88
I Do pieca,164,83,0.1
Produkt E,640,25,0.67
Produkt D,428,25,0.95
Produkt C,909,55,0.65
Produkt A,782,2,0.11
Produkt D,406,62,0.6
Produkt E,76,65,0.12
Produkt C,659,79,0.41
Produkt C,829,32,0.82
Produkt A,223,67,0.3
Produkt A,977,93,0.11
Produkt D,16,20,0.04
Produkt D,684,5,0.02
Produkt C,432,33,0.55
Produkt E,894,68,0.45
Produkt C,71,74,0.75
67,937,56,0.16
Produkt D,598,35,0.74
Produkt A,484,36,0.77
Produkt D,878,71,0.71
Produkt A,471,27,0.88
Produkt B,375,49,0.54
Produkt C,659,69,0.6
Produkt D,592,81,0.51
Produkt C,694,10,0.02
Produkt B,682,36,0.64
Produkt B,250,98,0.71
Produkt C,838,77,0.65
I Do pieca,256,19,0.21
Produkt C,347,30,0.56
Produkt C,732,17,0.94
Produkt B,14,14,0.05
67,379,35,0.51
I Do pieca,515,I Do pieca,0.99
Produkt B,97,69,0.92
Produkt E,540,4,0.84
Produkt E,285,9,0.31
Produkt B,3,21,0.11
Produkt C,785,65,0.91
Produkt D,703,8,0.17
Produkt C,773,12,0.22
Produkt B,3,45,0.19
Produkt C,405,14,0.44
Produkt D,813,12,0.35
67,776,43,0.72
Produkt A,316,57,0.59
Produkt C,84,21,0.99
Produkt C,27,42,0.54
Produkt B,347,97,0.47
Produkt A,813,19,0.66
Produkt D,702,84,0.41
Produkt A,359,62,0.21
Produkt C,91,47,0.38
Produkt D,473,60,0.52
I Do pieca,372,31,0.24
I Do pieca,342,40,0.4
Produkt C,257,84,0.49
Produkt D,513,21,0.77
Produkt D,429,47,0.98
Produkt A,894,29,0.9
Produkt D,792,51,0.5
Produkt A,809,8,0.14
Produkt D,638,51,0.34
Produkt A,788,75,0.59
Produkt E,30,82,0.48
Produkt A,150,20,0.77
Produkt B,610,33,0.49
Produkt D,595,7,0.42
Produkt B,184,Produkt C,1.0
Produkt B,488,7,0.28
Produkt E,370,88,0.72
Produkt A,303,28,0.26
Produkt B,994,25,0.03
Produkt A,71,15,0.81
67,563,79,0.09
Produkt A,476,24,0.84
Produkt B,435,90,0.71
Produkt A,192,11,0.21
Produkt A,934,61,0.17
Produkt D,386,67,0.64
Produkt D,291,88,0.53
I Do pieca,495,9,0.26
Produkt C,52,19,0.66
Produkt A,798,19,0.06
Produkt E,61,30,0.45
Produkt E,441,8,0.79
Produkt E,960,63,0.93
Produkt A,294,43,0.65
Produkt B,854,17,0.91
Produkt D,886,96,0.8
Produkt A,872,15,0.06
Produkt D,572,52,0.85
Produkt E,375,25,0.83
Produkt D,595,35,0.88
Produkt D,384,92,0.1
I Do pieca,964,77,0.48
I Do pieca,69,58,0.26
Produkt E,407,99,0.97
Produkt A,721,71,0.09
Produkt C,253,3,0.82
Produkt C,90,59,0.79
Produkt D,163,14,0.41
Produkt B,Produkt D,6,0.01
Produkt B,185,17,0.01
Produkt D,235,48,0.25
Produkt B,632,77,0.18
Produkt C,813,63,0.8
67,30,46,0.06
I Do pieca,446,Produkt E,0.99
Produkt E,949,78,0.75
Produkt B,899,59,0.36
Produkt D,569,54,0.15
Produkt E,789,42,0.28
Produkt E,679,36,0.94
Produkt E,385,9,0.93
Produkt D,393,50,0.58
Produkt D,714,52,0.42
Produkt C,86,80,0.52
Produkt B,898,42,0.19
Produkt E,930,63,0.48
I Do pieca,585,46,0.56
Produkt C,950,16,0.08
Produkt E,513,52,0.05
Produkt A,625,89,0.54
Produkt C,252,87,0.14
Produkt A,499,62,0.84
Produkt E,106,35,0.84
Produkt A,58,40,0.56
Produkt C,434,59,0.44
Produkt B,637,38,0.68
Produkt A,737,33,0.88
Produkt A,413,6,0.63
Produkt B,612,55,0.49
Produkt D,477,51,0.36
Produkt C,346,49,0.25
Produkt A,159,8,0.22
Produkt D,174,56,0.1
Produkt A,681,67,0.26
Produkt C,906,12,0.19
Produkt C,705,20,0.43
Produkt E,446,58,0.28
Produkt C,361,10,0.59
Produkt B,288,30,0.62
Produkt A,172,11,0.65
Produkt C,609,78,0.09
Produkt C,953,49,0.73
Produkt E,509,30,0.06
Produkt E,891,32,0.35
Produkt B,606,20,0.4
Produkt C,305,14,0.4
Produkt B,273,37,0.11
I Do pieca,825,82,0.88
Produkt C,993,33,0.19
Produkt C,697,95,0.11
Produkt A,4,96,0.04
Produkt C,735,16,0.22
Produkt C,421,47,0.86
Produkt A,92,81,0.18
67,484,65,0.74
Produkt A,949,42,0.63
Produkt C,217,100,0.41
Produkt D,682,27,0.41
Produkt E,578,72,0.16
Produkt D,194,99,0.56
Produkt A,94,23,0.83
Produkt A,504,36,0.65
Produkt D,925,43,0.03
Produkt D,681,15,0.05
Produkt D,743,18,0.14
Produkt B,20,83,0.76
Produkt E,145,48,0.93
Produkt C,560,64,0.18
Produkt E,974,76,0.26
I Do pieca,582,51,0.08
Produkt E,7,79,0.95
Produkt B,888,95,0.51
Produkt A,790,94,0.33
Produkt B,838,89,0.28
Produkt A,167,76,0.06
Produkt C,964,28,0.97
Produkt B,276,53,0.18
Produkt B,222,35,0.85
Produkt A,880,47,0.05
I Do pieca,777,53,0.68
Produkt C,185,58,0.21
Produkt E,Produkt D,46,0.0
Produkt B,643,40,0.94
Produkt E,991,99,0.63
Produkt A,921,100,0.82
Produkt D,807,64,0.52
Produkt D,163,48,0.9
Produkt B,847,92,0.96
Produkt D,493,47,0.85
Produkt A,23,76,0.25
Produkt A,638,50,0.87
Produkt B,493,89,0.1
Produkt B,99,8,0.42
Produkt D,34,22,0.08
Produkt E,576,3,0.37
Produkt C,534,64,0.74
Produkt A,759,40,0.3
Produkt E,27,15,0.23
Produkt D,898,67,0.26
Produkt B,397,96,0.92
Produkt C,674,22,0.43
Produkt A,933,34,0.16
Produkt D,320,80,0.59
Produkt A,468,1,0.59
Produkt C,243,28,0.52
Produkt C,908,52,0.72
Produkt D,643,42,0.83
Produkt B,458,97,0.09
Produkt B,825,Produkt A,0.99
Produkt C,797,36,0.15
Produkt C,970,2,0.77
Produkt C,78,93,0.44
Produkt C,29,49,0.76
Produkt D,39,76,0.24
Produkt C,601,19,0.32
Produkt B,687,2,0.35
Produkt D,570,58,0.15
Produkt A,Produkt D,72,0.0
67,239,84,0.72
67,951,84,0.04
Produkt C,61,36,0.65
Produkt A,695,18,0.35
Produkt B,406,79,0.46
Produkt A,186,44,0.12
Produkt A,133,42,0.67
Produkt C,601,59,0.01
Produkt E,901,56,0.03
Produkt D,678,69,0.46
Produkt D,26,67,0.53
Produkt D,391,97,0.09
Produkt D,681,12,0.32
Produkt B,743,44,0.21
Produkt C,838,27,0.21
Produkt B,883,57,0.93
Produkt A,130,76,0.56
Produkt C,192,46,0.84
Produkt B,10,64,0.09
Produkt B,505,36,0.71
Produkt C,878,74,0.99
Produkt B,610,26,0.94
Produkt D,913,1,0.9
Produkt B,466,11,0.74
Produkt C,932,48,0.21
Produkt C,340,70,0.74
Produkt D,778,81,0.28
Produkt C,215,83,0.29
Produkt E,701,21,0.18
Produkt B,874,48,0.63
Produkt C,598,8,0.36
Produkt C,80,73,0.56
Produkt D,59,84,0.51
Produkt C,714,58,0.17
Produkt A,595,25,0.44
67,805,83,0.52
Produkt A,545,99,0.72
Produkt D,801,19,0.52
Produkt B,248,25,0.19
Produkt C,422,95,0.46
Produkt A,556,80,0.53
Produkt D,588,82,0.38
Produkt E,719,11,0.33
Produkt B,917,7,0.61
Produkt B,692,82,0.16
Produkt D,43,59,0.6
Produkt B,711,98,0.37
Produkt A,257,73,0.75
I Do pieca,331,8,0.17
Produkt D,482,95,0.24
Produkt C,694,67,0.96
Produkt A,563,37,0.49
Produkt E,808,56,0.8
Produkt C,791,24,0.13
Produkt A,772,77,0.52
Produkt E,18,11,0.68
Produkt D,458,87,0.02
67,761,35,0.86
Produkt C,889,17,0.13
Produkt E,542,66,0.46
Produkt C,15,56,0.21
Produkt B,194,100,0.87
Produkt B,543,43,0.03
Produkt C,941,11,0.46
Produkt D,282,68,0.96
Produkt C,293,77,0.47
Produkt D,329,66,0.11
Produkt C,398,91,0.59
I Do pieca,324,23,0.63
Produkt A,97,73,0.15
Produkt D,632,39,0.46
Produkt A,406,65,0.71
Produkt A,286,29,0.89
Produkt B,420,72,0.58
Produkt C,691,48,0.98
Produkt D,767,81,0.76
Produkt C,921,97,0.66
Produkt C,679,65,0.55
Produkt E,620,56,0.12
Produkt B,336,63,0.34
Produkt B,99,Produkt A,1.0
Produkt C,458,4,0.43
Produkt E,190,82,0.49
Produkt C,479,95,0.9
I Do pieca,896,90,0.61
Produkt E,877,41,0.43
Produkt C,796,92,0.84
Produkt E,829,43,0.73
Produkt A,582,59,0.76
Produkt D,577,15,0.29
Produkt D,434,52,0.25
Produkt D,483,58,0.82
Produkt C,976,90,0.77
Produkt C,729,60,0.57
Produkt A,741,2,0.19
Produkt E,583,7,0.44
Produkt B,783,97,0.17
Produkt B,841,10,0.07
Produkt A,104,94,0.08
Produkt C,324,63,0.68
Produkt A,362,47,0.2
Produkt C,70,52,0.77
Produkt C,525,65,0.15
Produkt B,379,Produkt A,0.99
Produkt D,755,23,0.73
Produkt B,829,92,0.5
Produkt C,157,78,0.1
Produkt A,622,79,0.16
Produkt D,142,35,0.74
I Do pieca,944,54,0.41
Produkt C,272,57,0.05
Produkt A,121,82,0.08
Produkt A,495,35,0.25
Produkt E,451,12,0.24
Produkt B,113,81,0.29
Produkt B,845,21,0.36
Produkt B,925,89,0.73
Produkt D,141,42,0.93
Produkt B,638,87,0.34
Produkt A,982,50,0.59
Produkt E,970,44,0.84
Produkt A,913,96,0.16
Produkt C,116,10,0.52
Produkt D,462,42,0.67
Produkt B,46,62,0.96
Produkt C,669,61,0.34
Produkt D,794,55,0.94
Produkt C,910,10,0.55
Produkt D,261,1,0.89
Produkt C,711,61,0.45
Produkt E,10,79,0.23
Produkt B,156,22,0.94
Produkt A,Produkt A,24,0.0
Produkt D,524,94,0.49
Produkt C,52,65,0.11
Produkt E,999,79,0.91
Produkt A,374,47,0.41
Produkt C,352,91,0.54
Produkt D,457,44,0.49
Produkt D,722,26,0.34
Produkt B,737,77,0.83
Produkt E,Produkt C,21,0.0
Produkt C,Produkt A,19,0.01
Produkt A,795,88,0.84
Produkt C,802,41,0.3
Produkt B,309,72,0.46
Produkt A,259,58,0.98
Produkt D,324,2,0.3
Produkt C,852,71,0.61
Produkt C,201,12,0.51
Produkt D,150,69,0.86
Produkt A,918,34,0.89
Produkt A,570,36,0.34
Produkt D,822,78,0.34
Produkt C,589,70,0.51
Produkt C,462,39,0.08
Produkt A,402,36,0.91
Produkt C,139,73,0.77
Produkt B,287,32,0.09
Produkt C,757,96,0.47
Produkt A,308,60,0.07
Produkt A,372,80,0.85
Produkt B,412,72,0.01
Produkt B,774,93,0.38
Produkt C,118,88,0.31
Produkt D,628,39,0.92
Produkt C,490,50,0.63
Produkt D,322,70,0.47
Produkt C,27,47,0.66
Produkt C,915,77,0.53
Produkt E,105,89,0.46
Produkt C,933,36,0.87
Produkt B,565,4,0.41
Produkt A,548,52,0.73
Produkt C,426,4,0.3
Produkt E,205,33,0.37
Produkt D,564,65,0.3
Produkt D,765,6,0.26
Produkt B,438,71,0.72
I Do pieca,943,85,0.9
Produkt D,675,46,0.12
I Do pieca,48,70,0.61
Produkt C,669,4,0.71
Produkt D,915,66,0.53
Produkt D,708,32,0.18
Produkt C,850,44,0.77
Produkt C,313,27,0.09
Produkt D,209,80,0.93
Produkt D,251,25,0.34
67,291,37,0.55
Produkt D,95,86,0.46
Produkt A,504,82,0.9
Produkt A,472,78,0.28
67,492,83,0.82
67,282,27,0.96
Produkt A,422,24,0.77
Produkt B,199,31,0.48
I Do pieca,860,44,0.03
Produkt A,882,33,0.63
Produkt D,418,11,0.37
Produkt A,215,93,0.9
Produkt C,285,47,0.03
I Do pieca,871,84,0.58
Produkt A,900,44,0.67
Produkt D,743,30,0.22
Produkt E,944,97,0.88
Produkt B,544,45,0.49
Produkt B,980,46,0.94
Produkt A,443,27,0.81
Produkt B,65,64,0.63
Produkt B,102,95,0.49
Produkt D,70,69,0.65
Produkt A,717,54,0.7
Produkt D,788,74,0.08
Produkt A,100,77,0.47
Produkt D,480,64,0.63
Produkt C,599,83,0.63
Produkt B,821,52,0.92
Produkt B,643,66,0.44
Produkt C,209,13,0.74
Produkt D,306,83,0.46
Produkt C,989,63,0.46
Produkt D,273,96,0.8
Produkt B,699,49,0.39
Produkt B,869,62,0.5
Produkt D,421,40,0.24
Produkt A,464,25,0.38
Produkt B,651,40,0.31
67,836,77,0.83
Produkt B,961,50,0.66
Produkt C,925,7,0.59
Produkt C,573,4,0.07
Produkt A,640,42,0.31
Produkt D,395,66,0.79
Produkt D,959,84,0.56
Produkt A,306,25,0.44
Produkt B,607,71,0.98
Produkt A,484,70,0.89
Produkt E,444,33,0.1
Produkt E,622,18,0.59
Produkt A,311,14,0.43
Produkt D,763,35,0.94
Produkt B,201,12,0.18
Produkt A,617,15,0.52
Produkt C,966,68,0.35
Produkt A,25,65,0.79
Produkt C,341,10,0.08
Produkt C,383,68,0.88
Produkt D,237,62,0.4
Produkt D,94,77,0.31
Produkt A,845,19,0.05
Produkt C,876,51,0.08
Produkt A,385,71,0.44
Produkt A,808,38,0.54
Produkt D,853,96,0.31
Produkt A,866,25,0.15
Produkt D,535,66,0.57
